Entry	Entry name	Protein names
Q15390	MTFR1_HUMAN	Mitochondrial fission regulator 1 (Chondrocyte protein with a poly-proline region)
Q9BT17	MTG1_HUMAN	Mitochondrial ribosome-associated GTPase 1 (GTP-binding protein 7) (Mitochondrial GTPase 1)
Q9H4K7	MTG2_HUMAN	Mitochondrial ribosome-associated GTPase 2 (GTP-binding protein 5) (Protein obg homolog 1) (ObgH1)
P42898	MTHR_HUMAN	Methylenetetrahydrofolate reductase (EC 1.5.1.20)
Q2M296	MTHSD_HUMAN	Methenyltetrahydrofolate synthase domain-containing protein
Q13496	MTM1_HUMAN	Myotubularin (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)
Q13613	MTMR1_HUMAN	Myotubularin-related protein 1 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)
Q13614	MTMR2_HUMAN	Myotubularin-related protein 2 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)
Q13615	MTMR3_HUMAN	Myotubularin-related protein 3 (EC 3.1.3.48) (FYVE domain-containing dual specificity protein phosphatase 1) (FYVE-DSP1) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64) (Zinc finger FYVE domain-containing protein 10)
O95248	MTMR5_HUMAN	Myotubularin-related protein 5 (SET-binding factor 1) (Sbf1)
Q9Y217	MTMR6_HUMAN	Myotubularin-related protein 6 (EC 3.1.3.-)
Q96QG7	MTMR9_HUMAN	Myotubularin-related protein 9
Q9NXD2	MTMRA_HUMAN	Myotubularin-related protein 10
Q9C0I1	MTMRC_HUMAN	Myotubularin-related protein 12 (Phosphatidylinositol 3 phosphate 3-phosphatase adapter subunit) (3-PAP) (3-phosphatase adapter protein)
Q86WG5	MTMRD_HUMAN	Myotubularin-related protein 13 (SET-binding factor 2)
Q8NCE2	MTMRE_HUMAN	Myotubularin-related protein 14 (EC 3.1.3.-) (HCV NS5A-transactivated protein 4 splice variant A-binding protein 1) (NS5ATP4ABP1) (hJumpy)
Q9BV20	MTNA_HUMAN	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (Mediator of RhoA-dependent invasion) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)
Q96GX9	MTNB_HUMAN	Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109) (APAF1-interacting protein) (hAPIP)
Q9BV57	MTND_HUMAN	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD) (Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1) (MTCBP-1) (Submergence-induced protein-like factor) (Sip-L)
Q9Y2Z2	MTO1_HUMAN	Protein MTO1 homolog, mitochondrial
P42345	MTOR_HUMAN	Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1)
P58546	MTPN_HUMAN	Myotrophin (Protein V-1)
Q9UBK8	MTRR_HUMAN	Methionine synthase reductase (MSR) (EC 1.16.1.8)
Q765P7	MTSSL_HUMAN	MTSS1-like protein (Actin-bundling with BAIAP2 homology protein 1) (ABBA-1)
O75648	MTU1_HUMAN	Mitochondrial tRNA-specific 2-thiouridylase 1 (EC 2.8.1.14) (MTO2 homolog)
Q9ULD2	MTUS1_HUMAN	Microtubule-associated tumor suppressor 1 (AT2 receptor-binding protein) (Angiotensin-II type 2 receptor-interacting protein) (Mitochondrial tumor suppressor 1)
Q13505	MTX1_HUMAN	Metaxin-1 (Mitochondrial outer membrane import complex protein 1)
O75431	MTX2_HUMAN	Metaxin-2 (Mitochondrial outer membrane import complex protein 2)
Q5HYI7	MTX3_HUMAN	Metaxin-3
P43121	MUC18_HUMAN	Cell surface glycoprotein MUC18 (Cell surface glycoprotein P1H12) (Melanoma cell adhesion molecule) (Melanoma-associated antigen A32) (Melanoma-associated antigen MUC18) (S-endo 1 endothelial-associated antigen) (CD antigen CD146)
P15941	MUC1_HUMAN	Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]
Q02817	MUC2_HUMAN	Mucin-2 (MUC-2) (Intestinal mucin-2)
Q9HC84	MUC5B_HUMAN	Mucin-5B (MUC-5B) (Cervical mucin) (High molecular weight salivary mucin MG1) (Mucin-5 subtype B, tracheobronchial) (Sublingual gland mucin)
Q969V5	MUL1_HUMAN	Mitochondrial ubiquitin ligase activator of NFKB 1 (EC 2.3.2.27) (E3 SUMO-protein ligase MUL1) (E3 ubiquitin-protein ligase MUL1) (Growth inhibition and death E3 ligase) (Mitochondrial-anchored protein ligase) (MAPL) (Putative NF-kappa-B-activating protein 266) (RING finger protein 218) (RING-type E3 ubiquitin transferase NFKB 1)
P22033	MUTA_HUMAN	Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)
P53602	MVD1_HUMAN	Diphosphomevalonate decarboxylase (EC 4.1.1.33) (Mevalonate (diphospho)decarboxylase) (MDDase) (Mevalonate pyrophosphate decarboxylase)
Q14764	MVP_HUMAN	Major vault protein (MVP) (Lung resistance-related protein)
P20591	MX1_HUMAN	Interferon-induced GTP-binding protein Mx1 (Interferon-induced protein p78) (IFI-78K) (Interferon-regulated resistance GTP-binding protein MxA) (Myxoma resistance protein 1) (Myxovirus resistance protein 1) [Cleaved into: Interferon-induced GTP-binding protein Mx1, N-terminally processed]
Q92614	MY18A_HUMAN	Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210)
Q96S97	MYADM_HUMAN	Myeloid-associated differentiation marker (Protein SB135)
O75592	MYCB2_HUMAN	E3 ubiquitin-protein ligase MYCBP2 (EC 2.3.2.27) (Myc-binding protein 2) (Pam/highwire/rpm-1 protein) (Protein associated with Myc) (RING-type E3 ubiquitin transferase MYCBP2)
Q99417	MYCBP_HUMAN	c-Myc-binding protein (Associate of Myc 1) (AMY-1)
Q7Z401	MYCPP_HUMAN	C-myc promoter-binding protein (DENN domain-containing protein 4A)
Q99836	MYD88_HUMAN	Myeloid differentiation primary response protein MyD88
Q9P2K5	MYEF2_HUMAN	Myelin expression factor 2 (MEF-2) (MyEF-2) (MST156)
P02144	MYG_HUMAN	Myoglobin
P35580	MYH10_HUMAN	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)
Q7Z406	MYH14_HUMAN	Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)
P35579	MYH9_HUMAN	Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)
P14649	MYL6B_HUMAN	Myosin light chain 6B (Myosin light chain 1 slow-twitch muscle A isoform) (MLC1sa) (Smooth muscle and nonmuscle myosin light chain alkali 6B)
P60660	MYL6_HUMAN	Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6)
P24844	MYL9_HUMAN	Myosin regulatory light polypeptide 9 (20 kDa myosin light chain) (LC20) (MLC-2C) (Myosin RLC) (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9) (Myosin regulatory light chain MRLC1)
Q15746	MYLK_HUMAN	Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]
Q9HD67	MYO10_HUMAN	Unconventional myosin-X (Unconventional myosin-10)
Q96H55	MYO19_HUMAN	Unconventional myosin-XIX (Myosin head domain-containing protein 1)
O43795	MYO1B_HUMAN	Unconventional myosin-Ib (MYH-1c) (Myosin I alpha) (MMI-alpha) (MMIa)
O00159	MYO1C_HUMAN	Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)
O94832	MYO1D_HUMAN	Unconventional myosin-Id
Q12965	MYO1E_HUMAN	Unconventional myosin-Ie (Myosin-Ic) (Unconventional myosin 1E)
Q9Y4I1	MYO5A_HUMAN	Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle) (Myosin heavy chain 12) (Myosin-12) (Myoxin)
Q9ULV0	MYO5B_HUMAN	Unconventional myosin-Vb
Q9NQX4	MYO5C_HUMAN	Unconventional myosin-Vc
Q9UM54	MYO6_HUMAN	Unconventional myosin-VI (Unconventional myosin-6)
B2RTY4	MYO9A_HUMAN	Unconventional myosin-IXa (Unconventional myosin-9a)
Q13459	MYO9B_HUMAN	Unconventional myosin-IXb (Unconventional myosin-9b)
Q9NZM1	MYOF_HUMAN	Myoferlin (Fer-1-like protein 3)
O14974	MYPT1_HUMAN	Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1) (Protein phosphatase myosin-binding subunit)
Q8WU39	MZB1_HUMAN	Marginal zone B- and B1-cell-specific protein (Mesenteric estrogen-dependent adipose 7) (MEDA-7) (Plasma cell-induced resident endoplasmic reticulum protein) (Plasma cell-induced resident ER protein) (pERp1) (Proapoptotic caspase adapter protein)
Q9BZM5	ULBP2_HUMAN	UL16-binding protein 2 (ALCAN-alpha) (NKG2D ligand 2) (N2DL-2) (NKG2DL2) (Retinoic acid early transcript 1H)
O75113	N4BP1_HUMAN	NEDD4-binding protein 1 (N4BP1)
P41227	NAA10_HUMAN	N-alpha-acetyltransferase 10 (EC 2.3.1.255) (N-terminal acetyltransferase complex ARD1 subunit homolog A) (hARD1) (NatA catalytic subunit Naa10)
Q9BXJ9	NAA15_HUMAN	N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)
Q6N069	NAA16_HUMAN	N-alpha-acetyltransferase 16, NatA auxiliary subunit (NMDA receptor-regulated 1-like protein) (NARG1-like protein)
P61599	NAA20_HUMAN	N-alpha-acetyltransferase 20 (EC 2.3.1.254) (Methionine N-acetyltransferase) (N-acetyltransferase 5) (N-terminal acetyltransferase B complex catalytic subunit NAA20) (N-terminal acetyltransferase B complex catalytic subunit NAT5) (NatB complex subunit NAT5) (NatB catalytic subunit)
Q14CX7	NAA25_HUMAN	N-alpha-acetyltransferase 25, NatB auxiliary subunit (Mitochondrial distribution and morphology protein 20) (N-terminal acetyltransferase B complex subunit MDM20) (NatB complex subunit MDM20) (N-terminal acetyltransferase B complex subunit NAA25) (p120)
Q147X3	NAA30_HUMAN	N-alpha-acetyltransferase 30 (EC 2.3.1.256) (N-acetyltransferase 12) (N-acetyltransferase MAK3 homolog) (NatC catalytic subunit)
Q5VZE5	NAA35_HUMAN	N-alpha-acetyltransferase 35, NatC auxiliary subunit (Embryonic growth-associated protein homolog) (Protein MAK10 homolog)
Q86UY6	NAA40_HUMAN	N-alpha-acetyltransferase 40 (EC 2.3.1.257) (N-acetyltransferase 11) (N-alpha-acetyltransferase D) (NatD) (hNatD) (Protein acetyltransferase 1)
Q13506	NAB1_HUMAN	NGFI-A-binding protein 1 (EGR-1-binding protein 1) (Transcriptional regulatory protein p54)
Q15742	NAB2_HUMAN	NGFI-A-binding protein 2 (EGR-1-binding protein 2) (Melanoma-associated delayed early response protein) (Protein MADER)
Q13765	NACA_HUMAN	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (allergen Hom s 2)
Q96RE7	NACC1_HUMAN	Nucleus accumbens-associated protein 1 (NAC-1) (BTB/POZ domain-containing protein 14B)
Q9BWU0	NADAP_HUMAN	Kanadaptin (Human lung cancer oncogene 3 protein) (HLC-3) (Kidney anion exchanger adapter protein) (Solute carrier family 4 anion exchanger member 1 adapter protein)
Q15274	NADC_HUMAN	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase) (QPRTase)
Q6IA69	NADE_HUMAN	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]) (NAD(+) synthetase)
Q58DX5	NADL2_HUMAN	Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NAALADase L2)
Q96HR8	NAF1_HUMAN	H/ACA ribonucleoprotein complex non-core subunit NAF1 (hNAF1)
P17050	NAGAB_HUMAN	Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B)
Q9Y303	NAGA_HUMAN	N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25) (Amidohydrolase domain-containing protein 2)
Q9UJ70	NAGK_HUMAN	N-acetyl-D-glucosamine kinase (N-acetylglucosamine kinase) (EC 2.7.1.59) (GlcNAc kinase)
Q9UK23	NAGPA_HUMAN	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase (EC 3.1.4.45) (Mannose 6-phosphate-uncovering enzyme) (Phosphodiester alpha-GlcNAcase)
Q4G0N4	NAKD2_HUMAN	NAD kinase 2, mitochondrial (EC 2.7.1.23) (Mitochondrial NAD kinase) (NAD kinase domain-containing protein 1, mitochondrial)
Q9NX02	NALP2_HUMAN	NACHT, LRR and PYD domains-containing protein 2 (Nucleotide-binding site protein 1) (PYRIN domain and NACHT domain-containing protein 1) (PYRIN-containing APAF1-like protein 2)
P43490	NAMPT_HUMAN	Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1) (Pre-B cell-enhancing factor) (Visfatin)
Q8TBE9	NANP_HUMAN	N-acylneuraminate-9-phosphatase (EC 3.1.3.29) (Haloacid dehalogenase-like hydrolase domain-containing protein 4) (Neu5Ac-9-Pase)
Q9H6Q4	NARFL_HUMAN	Cytosolic Fe-S cluster assembly factor NARFL (Iron-only hydrogenase-like protein 1) (IOP1) (Nuclear prelamin A recognition factor-like protein) (Protein related to Narf)
P49321	NASP_HUMAN	Nuclear autoantigenic sperm protein (NASP)
Q9H0A0	NAT10_HUMAN	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10)
Q8WUY8	NAT14_HUMAN	N-acetyltransferase 14 (EC 2.3.1.-) (K562 cell-derived leucine-zipper-like protein 1)
Q8NEY1	NAV1_HUMAN	Neuron navigator 1 (Pore membrane and/or filament-interacting-like protein 3) (Steerin-1) (Unc-53 homolog 1) (unc53H1)
Q8IVL1	NAV2_HUMAN	Neuron navigator 2 (EC 3.6.4.12) (Helicase APC down-regulated 1) (Pore membrane and/or filament-interacting-like protein 2) (Retinoic acid inducible in neuroblastoma 1) (Steerin-2) (Unc-53 homolog 2) (unc53H2)
Q9UHQ9	NB5R1_HUMAN	NADH-cytochrome b5 reductase 1 (b5R.1) (EC 1.6.2.2) (Humb5R2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2)
Q6BCY4	NB5R2_HUMAN	NADH-cytochrome b5 reductase 2 (b5R.2) (EC 1.6.2.2)
P00387	NB5R3_HUMAN	NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form; NADH-cytochrome b5 reductase 3 soluble form]
Q7L1T6	NB5R4_HUMAN	Cytochrome b5 reductase 4 (EC 1.6.2.2) (Flavohemoprotein b5/b5R) (b5+b5R) (N-terminal cytochrome b5 and cytochrome b5 oxidoreductase domain-containing protein) (cb5/cb5R)
A2RRP1	NBAS_HUMAN	Neuroblastoma-amplified sequence (Neuroblastoma-amplified gene protein)
Q8NFP9	NBEA_HUMAN	Neurobeachin (Lysosomal-trafficking regulator 2) (Protein BCL8B)
Q6ZS30	NBEL1_HUMAN	Neurobeachin-like protein 1 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 16 protein) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 17 protein)
Q6ZNJ1	NBEL2_HUMAN	Neurobeachin-like protein 2
O60934	NBN_HUMAN	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Q14919	NC2A_HUMAN	Dr1-associated corepressor (Dr1-associated protein 1) (Negative cofactor 2-alpha) (NC2-alpha)
Q01658	NC2B_HUMAN	Protein Dr1 (Down-regulator of transcription 1) (Negative cofactor 2-beta) (NC2-beta) (TATA-binding protein-associated phosphoprotein)
P61601	NCALD_HUMAN	Neurocalcin-delta
O15394	NCAM2_HUMAN	Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2)
Q09161	NCBP1_HUMAN	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)
P52298	NCBP2_HUMAN	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (Cell proliferation-inducing gene 55 protein) (NCBP 20 kDa subunit) (CBP20) (NCBP-interacting protein 1) (NIP1)
Q9UBB6	NCDN_HUMAN	Neurochondrin
Q6PIU2	NCEH1_HUMAN	Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Arylacetamide deacetylase-like 1)
P16333	NCK1_HUMAN	Cytoplasmic protein NCK1 (NCK adaptor protein 1) (Nck-1) (SH2/SH3 adaptor protein NCK-alpha)
O43639	NCK2_HUMAN	Cytoplasmic protein NCK2 (Growth factor receptor-bound protein 4) (NCK adaptor protein 2) (Nck-2) (SH2/SH3 adaptor protein NCK-beta)
Q9Y2A7	NCKP1_HUMAN	Nck-associated protein 1 (NAP 1) (Membrane-associated protein HEM-2) (p125Nap1)
Q969V3	NCLN_HUMAN	Nicalin (Nicastrin-like protein)
Q15596	NCOA2_HUMAN	Nuclear receptor coactivator 2 (NCoA-2) (Class E basic helix-loop-helix protein 75) (bHLHe75) (Transcriptional intermediary factor 2) (hTIF2)
Q9Y6Q9	NCOA3_HUMAN	Nuclear receptor coactivator 3 (NCoA-3) (EC 2.3.1.48) (ACTR) (Amplified in breast cancer 1 protein) (AIB-1) (CBP-interacting protein) (pCIP) (Class E basic helix-loop-helix protein 42) (bHLHe42) (Receptor-associated coactivator 3) (RAC-3) (Steroid receptor coactivator protein 3) (SRC-3) (Thyroid hormone receptor activator molecule 1) (TRAM-1)
Q13772	NCOA4_HUMAN	Nuclear receptor coactivator 4 (NCoA-4) (Androgen receptor coactivator 70 kDa protein) (70 kDa AR-activator) (70 kDa androgen receptor coactivator) (Androgen receptor-associated protein of 70 kDa) (Ret-activating protein ELE1)
Q9HCD5	NCOA5_HUMAN	Nuclear receptor coactivator 5 (NCoA-5) (Coactivator independent of AF-2) (CIA)
Q14686	NCOA6_HUMAN	Nuclear receptor coactivator 6 (Activating signal cointegrator 2) (ASC-2) (Amplified in breast cancer protein 3) (Cancer-amplified transcriptional coactivator ASC-2) (Nuclear receptor coactivator RAP250) (NRC RAP250) (Nuclear receptor-activating protein, 250 kDa) (Peroxisome proliferator-activated receptor-interacting protein) (PPAR-interacting protein) (PRIP) (Thyroid hormone receptor-binding protein)
Q8NI08	NCOA7_HUMAN	Nuclear receptor coactivator 7 (140 kDa estrogen receptor-associated protein) (Estrogen nuclear receptor coactivator 1)
O75376	NCOR1_HUMAN	Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)
Q9Y618	NCOR2_HUMAN	Nuclear receptor corepressor 2 (N-CoR2) (CTG repeat protein 26) (SMAP270) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)
P16435	NCPR_HUMAN	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)
P62166	NCS1_HUMAN	Neuronal calcium sensor 1 (NCS-1) (Frequenin homolog) (Frequenin-like protein) (Frequenin-like ubiquitous protein)
Q9BTX1	NDC1_HUMAN	Nucleoporin NDC1 (hNDC1) (Transmembrane protein 48)
O14777	NDC80_HUMAN	Kinetochore protein NDC80 homolog (Highly expressed in cancer protein) (Kinetochore protein Hec1) (HsHec1) (Kinetochore-associated protein 2) (Retinoblastoma-associated protein HEC)
Q9NXR1	NDE1_HUMAN	Nuclear distribution protein nudE homolog 1 (NudE)
Q9GZM8	NDEL1_HUMAN	Nuclear distribution protein nudE-like 1 (Protein Nudel) (Mitosin-associated protein 1)
Q13232	NDK3_HUMAN	Nucleoside diphosphate kinase 3 (NDK 3) (NDP kinase 3) (EC 2.7.4.6) (DR-nm23) (Nucleoside diphosphate kinase C) (NDPKC) (nm23-H3)
Q9Y5B8	NDK7_HUMAN	Nucleoside diphosphate kinase 7 (NDK 7) (NDP kinase 7) (EC 2.7.4.6) (nm23-H7)
P15531	NDKA_HUMAN	Nucleoside diphosphate kinase A (NDK A) (NDP kinase A) (EC 2.7.4.6) (Granzyme A-activated DNase) (GAAD) (Metastasis inhibition factor nm23) (NM23-H1) (Tumor metastatic process-associated protein)
Q9UHB4	NDOR1_HUMAN	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase) (Novel reductase 1)
Q92597	NDRG1_HUMAN	Protein NDRG1 (Differentiation-related gene 1 protein) (DRG-1) (N-myc downstream-regulated gene 1 protein) (Nickel-specific induction protein Cap43) (Reducing agents and tunicamycin-responsive protein) (RTP) (Rit42)
Q9UN36	NDRG2_HUMAN	Protein NDRG2 (N-myc downstream-regulated gene 2 protein) (Protein Syld709613) [Cleaved into: Protein NDRG2, N-terminally processed]
Q9UGV2	NDRG3_HUMAN	Protein NDRG3 (N-myc downstream-regulated gene 3 protein)
P52848	NDST1_HUMAN	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 1) (NDST-1) (N-heparan sulfate sulfotransferase 1) (N-HSST 1) ([Heparan sulfate]-glucosamine N-sulfotransferase 1) (HSNST 1) [Includes: Heparan sulfate N-deacetylase 1 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 1 (EC 2.8.2.-)]
O43678	NDUA2_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8) (CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit)
O95167	NDUA3_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (CI-B9) (NADH-ubiquinone oxidoreductase B9 subunit)
O00483	NDUA4_HUMAN	Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)
Q16718	NDUA5_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit)
